rowid,wordplay,indicator,clue_rowids
1376,anagram,confused,"[11197](/data/clues/11197), [33756](/data/clues/33756), [38908](/data/clues/38908), [58349](/data/clues/58349), [70950](/data/clues/70950), [76105](/data/clues/76105), [77463](/data/clues/77463), [91433](/data/clues/91433), [103937](/data/clues/103937), [106978](/data/clues/106978), [115052](/data/clues/115052), [117994](/data/clues/117994), [129656](/data/clues/129656), [129777](/data/clues/129777), [131060](/data/clues/131060), [131723](/data/clues/131723), [146979](/data/clues/146979), [148492](/data/clues/148492), [154422](/data/clues/154422), [155039](/data/clues/155039), [167082](/data/clues/167082), [168896](/data/clues/168896), [174803](/data/clues/174803), [186454](/data/clues/186454), [208753](/data/clues/208753), [222828](/data/clues/222828), [242095](/data/clues/242095), [269644](/data/clues/269644), [274791](/data/clues/274791), [282942](/data/clues/282942), [285864](/data/clues/285864), [290426](/data/clues/290426), [293466](/data/clues/293466), [295305](/data/clues/295305), [295527](/data/clues/295527), [297459](/data/clues/297459), [302159](/data/clues/302159), [302653](/data/clues/302653), [304028](/data/clues/304028), [304998](/data/clues/304998), [309883](/data/clues/309883), [312689](/data/clues/312689), [316497](/data/clues/316497), [317166](/data/clues/317166), [318323](/data/clues/318323), [320510](/data/clues/320510), [320792](/data/clues/320792), [321408](/data/clues/321408), [321617](/data/clues/321617), [323267](/data/clues/323267), [324972](/data/clues/324972), [325315](/data/clues/325315), [327979](/data/clues/327979), [330661](/data/clues/330661), [331711](/data/clues/331711), [331920](/data/clues/331920), [333618](/data/clues/333618), [334555](/data/clues/334555), [334791](/data/clues/334791), [335256](/data/clues/335256), [337361](/data/clues/337361), [338660](/data/clues/338660), [341207](/data/clues/341207), [342863](/data/clues/342863), [349043](/data/clues/349043), [349199](/data/clues/349199), [350305](/data/clues/350305), [351245](/data/clues/351245), [352951](/data/clues/352951), [354018](/data/clues/354018), [355371](/data/clues/355371), [360681](/data/clues/360681), [361516](/data/clues/361516), [362288](/data/clues/362288), [364793](/data/clues/364793), [369238](/data/clues/369238), [369645](/data/clues/369645), [371087](/data/clues/371087), [371234](/data/clues/371234), [371648](/data/clues/371648), [372664](/data/clues/372664), [372708](/data/clues/372708), [372937](/data/clues/372937), [374320](/data/clues/374320), [375727](/data/clues/375727), [379136](/data/clues/379136), [379253](/data/clues/379253), [381213](/data/clues/381213), [381228](/data/clues/381228), [386110](/data/clues/386110), [393417](/data/clues/393417), [394378](/data/clues/394378), [396954](/data/clues/396954), [397885](/data/clues/397885), [404576](/data/clues/404576), [405826](/data/clues/405826), [405926](/data/clues/405926), [407074](/data/clues/407074), [407400](/data/clues/407400), [407469](/data/clues/407469), [408685](/data/clues/408685), [409133](/data/clues/409133), [409974](/data/clues/409974), [410486](/data/clues/410486), [410675](/data/clues/410675), [411038](/data/clues/411038), [411685](/data/clues/411685), [412816](/data/clues/412816), [413275](/data/clues/413275), [414101](/data/clues/414101), [414547](/data/clues/414547), [414966](/data/clues/414966), [415044](/data/clues/415044), [415315](/data/clues/415315), [415490](/data/clues/415490), [415499](/data/clues/415499), [417196](/data/clues/417196), [423203](/data/clues/423203), [424343](/data/clues/424343), [427622](/data/clues/427622), [430164](/data/clues/430164), [430894](/data/clues/430894), [431678](/data/clues/431678), [432890](/data/clues/432890), [434266](/data/clues/434266), [434518](/data/clues/434518), [435379](/data/clues/435379), [438142](/data/clues/438142), [438729](/data/clues/438729), [439682](/data/clues/439682), [440738](/data/clues/440738), [441537](/data/clues/441537), [444544](/data/clues/444544), [446956](/data/clues/446956), [448567](/data/clues/448567), [449414](/data/clues/449414), [451450](/data/clues/451450), [457323](/data/clues/457323), [457356](/data/clues/457356), [457690](/data/clues/457690), [458679](/data/clues/458679), [459030](/data/clues/459030), [460117](/data/clues/460117), [460835](/data/clues/460835), [465162](/data/clues/465162), [465591](/data/clues/465591), [471537](/data/clues/471537), [473998](/data/clues/473998), [474645](/data/clues/474645), [476292](/data/clues/476292), [476475](/data/clues/476475), [478434](/data/clues/478434), [478778](/data/clues/478778), [479311](/data/clues/479311), [480248](/data/clues/480248), [483663](/data/clues/483663), [485836](/data/clues/485836), [485878](/data/clues/485878), [486303](/data/clues/486303), [486623](/data/clues/486623), [487326](/data/clues/487326), [487939](/data/clues/487939), [490286](/data/clues/490286), [490417](/data/clues/490417), [491111](/data/clues/491111), [491211](/data/clues/491211), [492083](/data/clues/492083), [496392](/data/clues/496392), [497739](/data/clues/497739), [499271](/data/clues/499271), [499396](/data/clues/499396), [582709](/data/clues/582709), [582785](/data/clues/582785), [583029](/data/clues/583029), [583164](/data/clues/583164), [583232](/data/clues/583232), [583383](/data/clues/583383), [583526](/data/clues/583526), [584031](/data/clues/584031), [584629](/data/clues/584629), [584886](/data/clues/584886), [585986](/data/clues/585986), [586188](/data/clues/586188), [586892](/data/clues/586892), [587758](/data/clues/587758), [587834](/data/clues/587834), [587908](/data/clues/587908), [589224](/data/clues/589224), [589538](/data/clues/589538), [589733](/data/clues/589733), [590103](/data/clues/590103), [591795](/data/clues/591795), [592515](/data/clues/592515), [592716](/data/clues/592716), [602721](/data/clues/602721), [608338](/data/clues/608338), [609259](/data/clues/609259), [612184](/data/clues/612184), [615770](/data/clues/615770), [617315](/data/clues/617315), [627864](/data/clues/627864), [635887](/data/clues/635887), [643268](/data/clues/643268), [643759](/data/clues/643759), [644992](/data/clues/644992), [646024](/data/clues/646024), [646060](/data/clues/646060), [646982](/data/clues/646982), [647008](/data/clues/647008), [649905](/data/clues/649905), [655741](/data/clues/655741), [655832](/data/clues/655832), [658757](/data/clues/658757), [660613](/data/clues/660613), [660925](/data/clues/660925), [663488](/data/clues/663488), [663615](/data/clues/663615), [663950](/data/clues/663950), [664778](/data/clues/664778), [665197](/data/clues/665197), [665667](/data/clues/665667), [667339](/data/clues/667339)"
1377,anagram,confused with,[590164](/data/clues/590164)
1378,anagram,confusedly,"[74059](/data/clues/74059), [396600](/data/clues/396600), [408862](/data/clues/408862)"
1379,anagram,confuses,[594392](/data/clues/594392)
1380,anagram,confusing,"[100358](/data/clues/100358), [172461](/data/clues/172461), [310671](/data/clues/310671), [320128](/data/clues/320128), [340880](/data/clues/340880), [369701](/data/clues/369701), [379422](/data/clues/379422), [384038](/data/clues/384038), [409784](/data/clues/409784), [410895](/data/clues/410895), [411541](/data/clues/411541), [421042](/data/clues/421042), [435519](/data/clues/435519), [469894](/data/clues/469894), [495103](/data/clues/495103), [496893](/data/clues/496893), [596618](/data/clues/596618), [624311](/data/clues/624311), [634663](/data/clues/634663), [667091](/data/clues/667091)"
1381,anagram,confusingly,"[393513](/data/clues/393513), [428571](/data/clues/428571), [437721](/data/clues/437721), [495586](/data/clues/495586), [496884](/data/clues/496884)"
1382,anagram,confusion,"[304382](/data/clues/304382), [412342](/data/clues/412342), [412482](/data/clues/412482), [424786](/data/clues/424786), [467765](/data/clues/467765), [490951](/data/clues/490951), [491202](/data/clues/491202), [492123](/data/clues/492123)"
1383,anagram,conglomeration of,[656322](/data/clues/656322)
1384,anagram,congregation,[468400](/data/clues/468400)
1385,anagram,conjured,"[420311](/data/clues/420311), [431713](/data/clues/431713)"
1386,anagram,conjured up,"[319573](/data/clues/319573), [477990](/data/clues/477990), [498312](/data/clues/498312), [499022](/data/clues/499022), [642686](/data/clues/642686)"
1387,anagram,consequences,[287634](/data/clues/287634)
1388,anagram,considered,[332647](/data/clues/332647)
1389,anagram,consolidated,[497209](/data/clues/497209)
1390,anagram,constituents,"[316182](/data/clues/316182), [428356](/data/clues/428356), [430544](/data/clues/430544), [443469](/data/clues/443469), [454053](/data/clues/454053), [465866](/data/clues/465866)"
1391,anagram,constituting,[372007](/data/clues/372007)
1392,anagram,construct,[440490](/data/clues/440490)
1393,anagram,constructed,"[202632](/data/clues/202632), [317397](/data/clues/317397), [319724](/data/clues/319724), [409164](/data/clues/409164), [433029](/data/clues/433029), [444881](/data/clues/444881), [472899](/data/clues/472899), [615706](/data/clues/615706), [641381](/data/clues/641381)"
1394,anagram,constructing,[622735](/data/clues/622735)
1395,anagram,construction,"[87061](/data/clues/87061), [327712](/data/clues/327712), [355851](/data/clues/355851), [427839](/data/clues/427839), [465833](/data/clues/465833), [471430](/data/clues/471430), [471515](/data/clues/471515), [492082](/data/clues/492082)"
1396,anagram,construe,[334940](/data/clues/334940)
1397,anagram,construed,"[342003](/data/clues/342003), [474536](/data/clues/474536)"
1398,anagram,contaminated,"[72706](/data/clues/72706), [349145](/data/clues/349145), [403091](/data/clues/403091), [467134](/data/clues/467134), [475095](/data/clues/475095), [494164](/data/clues/494164), [499016](/data/clues/499016), [643745](/data/clues/643745)"
1399,anagram,contamination of,[443910](/data/clues/443910)
1400,anagram,contentious,[413658](/data/clues/413658)
1401,anagram,contested,[655801](/data/clues/655801)
1402,anagram,contorted,"[6096](/data/clues/6096), [100503](/data/clues/100503), [333941](/data/clues/333941), [396170](/data/clues/396170), [583331](/data/clues/583331)"
1403,anagram,contrarily,[242092](/data/clues/242092)
1404,anagram,contrary,[203498](/data/clues/203498)
1405,anagram,contrive,"[430114](/data/clues/430114), [480182](/data/clues/480182)"
1406,anagram,contrived,"[243864](/data/clues/243864), [300777](/data/clues/300777), [300836](/data/clues/300836), [348431](/data/clues/348431), [359058](/data/clues/359058), [371022](/data/clues/371022), [409553](/data/clues/409553), [449471](/data/clues/449471), [460670](/data/clues/460670), [468765](/data/clues/468765), [469579](/data/clues/469579), [472903](/data/clues/472903), [472988](/data/clues/472988), [493261](/data/clues/493261), [589931](/data/clues/589931), [612895](/data/clues/612895), [620378](/data/clues/620378), [626276](/data/clues/626276)"
1407,anagram,contrived to get,[465303](/data/clues/465303)
1408,anagram,control,[466571](/data/clues/466571)
1409,anagram,controversial,"[74358](/data/clues/74358), [135177](/data/clues/135177), [325152](/data/clues/325152), [385434](/data/clues/385434), [411527](/data/clues/411527), [646217](/data/clues/646217)"
1410,anagram,controversially,"[432882](/data/clues/432882), [662946](/data/clues/662946)"
1411,anagram,conversion,"[321081](/data/clues/321081), [357280](/data/clues/357280), [371370](/data/clues/371370), [371772](/data/clues/371772), [403180](/data/clues/403180), [417803](/data/clues/417803)"
1412,anagram,convert,"[228536](/data/clues/228536), [342053](/data/clues/342053), [369118](/data/clues/369118), [372098](/data/clues/372098), [397881](/data/clues/397881), [411695](/data/clues/411695), [417397](/data/clues/417397), [428664](/data/clues/428664), [635689](/data/clues/635689)"
1413,anagram,converted,"[4922](/data/clues/4922), [33391](/data/clues/33391), [73011](/data/clues/73011), [91513](/data/clues/91513), [97559](/data/clues/97559), [105817](/data/clues/105817), [153979](/data/clues/153979), [168754](/data/clues/168754), [191903](/data/clues/191903), [195577](/data/clues/195577), [226938](/data/clues/226938), [234559](/data/clues/234559), [241288](/data/clues/241288), [243397](/data/clues/243397), [294262](/data/clues/294262), [299927](/data/clues/299927), [299974](/data/clues/299974), [301219](/data/clues/301219), [308284](/data/clues/308284), [309312](/data/clues/309312), [315382](/data/clues/315382), [317470](/data/clues/317470), [319378](/data/clues/319378), [321755](/data/clues/321755), [327907](/data/clues/327907), [330245](/data/clues/330245), [336417](/data/clues/336417), [338650](/data/clues/338650), [357608](/data/clues/357608), [358216](/data/clues/358216), [359908](/data/clues/359908), [364263](/data/clues/364263), [369767](/data/clues/369767), [370185](/data/clues/370185), [375704](/data/clues/375704), [376016](/data/clues/376016), [376464](/data/clues/376464), [377074](/data/clues/377074), [378883](/data/clues/378883), [379217](/data/clues/379217), [382739](/data/clues/382739), [384090](/data/clues/384090), [393063](/data/clues/393063), [396578](/data/clues/396578), [401950](/data/clues/401950), [410991](/data/clues/410991), [411185](/data/clues/411185), [411369](/data/clues/411369), [420162](/data/clues/420162), [421123](/data/clues/421123), [421393](/data/clues/421393), [423881](/data/clues/423881), [425343](/data/clues/425343), [428093](/data/clues/428093), [431041](/data/clues/431041), [433837](/data/clues/433837), [434774](/data/clues/434774), [437152](/data/clues/437152), [450904](/data/clues/450904), [459422](/data/clues/459422), [471129](/data/clues/471129), [472412](/data/clues/472412), [475625](/data/clues/475625), [479768](/data/clues/479768), [484320](/data/clues/484320), [491596](/data/clues/491596), [492529](/data/clues/492529), [583499](/data/clues/583499), [584475](/data/clues/584475), [585045](/data/clues/585045), [585842](/data/clues/585842), [587995](/data/clues/587995), [590748](/data/clues/590748), [592105](/data/clues/592105), [592163](/data/clues/592163), [594260](/data/clues/594260), [634479](/data/clues/634479), [650559](/data/clues/650559), [656283](/data/clues/656283), [661537](/data/clues/661537), [662996](/data/clues/662996)"
1414,anagram,converted into,[392255](/data/clues/392255)
1415,anagram,converter,[490954](/data/clues/490954)
1416,anagram,convertible,"[56672](/data/clues/56672), [325045](/data/clues/325045), [331755](/data/clues/331755), [340781](/data/clues/340781), [367006](/data/clues/367006), [436959](/data/clues/436959), [458741](/data/clues/458741), [484906](/data/clues/484906), [489800](/data/clues/489800), [582754](/data/clues/582754), [583104](/data/clues/583104), [584766](/data/clues/584766), [585248](/data/clues/585248), [585557](/data/clues/585557), [587179](/data/clues/587179), [587923](/data/clues/587923), [588400](/data/clues/588400), [589416](/data/clues/589416), [591114](/data/clues/591114), [607116](/data/clues/607116), [607850](/data/clues/607850), [645956](/data/clues/645956)"
1417,anagram,converting,"[303843](/data/clues/303843), [364128](/data/clues/364128), [391871](/data/clues/391871), [425006](/data/clues/425006), [449958](/data/clues/449958), [456343](/data/clues/456343), [474555](/data/clues/474555), [630164](/data/clues/630164)"
1418,anagram,converts,[424469](/data/clues/424469)
1419,anagram,conveyed,[473997](/data/clues/473997)
1420,anagram,convoluted,"[26092](/data/clues/26092), [316349](/data/clues/316349), [327606](/data/clues/327606), [328349](/data/clues/328349), [341931](/data/clues/341931), [360564](/data/clues/360564), [385924](/data/clues/385924), [401831](/data/clues/401831), [467490](/data/clues/467490), [472502](/data/clues/472502), [591318](/data/clues/591318), [622432](/data/clues/622432)"
1421,anagram,convulsed,"[383451](/data/clues/383451), [609414](/data/clues/609414)"
1422,anagram,convulsive,[492991](/data/clues/492991)
1423,anagram,cook,"[9252](/data/clues/9252), [30375](/data/clues/30375), [55672](/data/clues/55672), [68010](/data/clues/68010), [111800](/data/clues/111800), [131268](/data/clues/131268), [144477](/data/clues/144477), [146006](/data/clues/146006), [153063](/data/clues/153063), [208681](/data/clues/208681), [216687](/data/clues/216687), [274030](/data/clues/274030), [293662](/data/clues/293662), [294550](/data/clues/294550), [297871](/data/clues/297871), [305642](/data/clues/305642), [327081](/data/clues/327081), [342180](/data/clues/342180), [353497](/data/clues/353497), [365653](/data/clues/365653), [368077](/data/clues/368077), [372783](/data/clues/372783), [376450](/data/clues/376450), [383607](/data/clues/383607), [389149](/data/clues/389149), [390872](/data/clues/390872), [400606](/data/clues/400606), [403964](/data/clues/403964), [410490](/data/clues/410490), [412345](/data/clues/412345), [417382](/data/clues/417382), [423073](/data/clues/423073), [429594](/data/clues/429594), [433719](/data/clues/433719), [441959](/data/clues/441959), [458982](/data/clues/458982), [461606](/data/clues/461606), [461681](/data/clues/461681), [467695](/data/clues/467695), [471534](/data/clues/471534), [472524](/data/clues/472524), [473319](/data/clues/473319), [476902](/data/clues/476902), [478670](/data/clues/478670), [483475](/data/clues/483475), [486185](/data/clues/486185), [489874](/data/clues/489874), [493010](/data/clues/493010), [614512](/data/clues/614512), [623599](/data/clues/623599), [643220](/data/clues/643220), [644367](/data/clues/644367), [648046](/data/clues/648046), [648646](/data/clues/648646), [666324](/data/clues/666324), [667582](/data/clues/667582)"
